Created On,Topic,Owner,Potential Customer,Status,Status Reason,Est. revenue,Est. close date,Actual Revenue,Actual Close Date,Probability,Rating,Sales Stage,Forecast category,Customer Need,Proposed Solution,Source Campaign,Purchase Process,Purchase Timeframe,Currency,Contact,Price List,Revenue
3/26/2025 14:09,Nod Publishers | Airpot Lite,Jeff Comstock,Nod Publishers,Open,In Progress,3900,5/29/2025,0,,60,Warm,Propose,Best Case,COMMERCIAL COFFEE MAKERS,Airpot Lite,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
10/8/2021 0:00,Nod Publishers | Airpot XL,Pooja Bhalla,Nod Publishers,Won,Won,3700,10/22/2021,3700,10/22/2021,65,Warm,Close,Won,COMMERCIAL COFFEE MAKERS,Airpot XL,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
5/25/2024 13:30,Nod Publishers | Airpot XL,Eric Boocock,Nod Publishers,Won,Won,750,6/5/2024,750,6/5/2024,85,Hot,Close,,COMMERCIAL COFFEE MAKERS,Airpot XL,,Individual,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
4/22/2022 14:51,Nod Publishers | Airpot XL,Eric Boocock,Nod Publishers,Lost,Canceled,1900,5/4/2022,0,5/4/2022,50,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot XL,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
4/9/2023 9:19,Nod Publishers | Airpot XL,Lunaura Hassinger,Nod Publishers,Won,Won,5150,4/24/2023,5150,4/24/2023,85,Hot,Close,,COMMERCIAL COFFEE MAKERS,Airpot XL,,Individual,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
3/20/2023 11:16,Nod Publishers | AutoDrip,Ayushman Jain,Nod Publishers,Lost,Canceled,3300,5/22/2023,0,5/22/2023,45,Cold,Close,,CONSUMER COFFEE MAKERS,AutoDrip,Intelligent Coffee Machine Showcase,Unknown,This Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
6/27/2024 9:45,Nod Publishers | AutoDrip,Lunaura Hassinger,Nod Publishers,Lost,Out-Sold,650,7/8/2024,0,7/8/2024,60,Warm,Close,,CONSUMER COFFEE MAKERS,AutoDrip,Perfect Brew Coffee  Webinar,Unknown,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
4/30/2021 0:00,Nod Publishers | Barista Express,Pooja Bhalla,Nod Publishers,Lost,Canceled,119850,9/7/2021,0,9/7/2021,45,Cold,Close,Lost,COMMERCIAL ESPRESSO,Barista Express,Sustainable Coffee Newsletter,Unknown,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
5/17/2024 11:05,Nod Publishers | Barista Express,Pooja Bhalla,Nod Publishers,Lost,Canceled,127100,10/1/2024,0,10/1/2024,50,Cold,Close,,COMMERCIAL ESPRESSO,Barista Express,Perfect Brew Coffee  Webinar,Unknown,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
8/26/2021 0:00,Nod Publishers | Barista Express,Per Mikkelsen,Nod Publishers,Won,Won,127300,1/10/2022,127300,1/10/2022,65,Warm,Close,,COMMERCIAL ESPRESSO,Barista Express,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
8/21/2023 14:53,Nod Publishers | Barista Home,Julie Strauss,Nod Publishers,Lost,Canceled,21400,9/21/2023,0,9/21/2023,50,Cold,Close,,CONSUMER ESPRESSO,Barista Home,Sustainable Coffee Newsletter,Unknown,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
4/23/2021 0:00,Nod Publishers | Café A-100 Automatic,Per Mikkelsen,Nod Publishers,Lost,Canceled,68050,7/10/2021,0,7/10/2021,50,Cold,Close,,COMMERCIAL ESPRESSO,Café A-100 Automatic,Perfect Brew Coffee  Webinar,Unknown,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
11/12/2022 16:37,Nod Publishers | Café A-100 Automatic,Ayushman Jain,Nod Publishers,Lost,Canceled,276350,10/14/2023,0,10/14/2023,50,Cold,Close,,COMMERCIAL ESPRESSO,Café A-100 Automatic,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
7/12/2023 15:18,Nod Publishers | Café A-200 Automatic,Alan Ross,Nod Publishers,Lost,Canceled,294150,7/30/2024,0,7/30/2024,20,Cold,Close,,COMMERCIAL ESPRESSO,Café A-200 Automatic,Loyalty Customer Promotion,Committee,Next Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
2/5/2025 17:24,Nod Publishers | Café A-200 Automatic,Michael Tan,Nod Publishers,Open,In Progress,105450,5/31/2025,0,,35,Cold,Qualify,,COMMERCIAL ESPRESSO,Café A-200 Automatic,New Product Release,Unknown,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
10/22/2021 0:00,Nod Publishers | Café BG-1,Ayushman Jain,Nod Publishers,Won,Won,26500,1/17/2022,26500,1/17/2022,75,Warm,Close,,COMMERCIAL COFFEE GRINDERS,Café BG-1,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
12/26/2023 17:19,Nod Publishers | Café BG-1 Pro,Jeff Comstock,Nod Publishers,Lost,Canceled,43250,5/7/2024,0,5/7/2024,15,Cold,Close,,COMMERCIAL COFFEE GRINDERS,Café BG-1 Pro,Loyalty Customer Promotion,Committee,Next Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
5/10/2022 8:17,Nod Publishers | Café BG-1 Pro,Ayushman Jain,Nod Publishers,Lost,Canceled,55750,9/3/2022,0,9/3/2022,25,Cold,Close,,COMMERCIAL COFFEE GRINDERS,Café BG-1 Pro,Intelligent Coffee Machine Showcase,Unknown,This Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
9/13/2022 9:55,Nod Publishers | Café BG-1 Pro,Jeff Comstock,Nod Publishers,Lost,Canceled,167950,3/10/2023,0,3/10/2023,45,Cold,Close,,COMMERCIAL COFFEE GRINDERS,Café BG-1 Pro,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
8/23/2021 0:00,Nod Publishers | Café BG-1 Pro,Jeff Comstock,Nod Publishers,Won,Won,27350,9/29/2021,27350,9/29/2021,85,Hot,Close,,COMMERCIAL COFFEE GRINDERS,Café BG-1 Pro,,Individual,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
12/14/2024 15:05,Nod Publishers | Café BG-1 Pro,Jim Nakashima,Nod Publishers,Won,Won,92200,3/26/2025,92200,3/26/2025,85,Hot,Close,,COMMERCIAL COFFEE GRINDERS,Café BG-1 Pro,Coffee Machine Excellence,Individual,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
8/22/2021 0:00,Nod Publishers | Café BG-1 Pro,Jim Nakashima,Nod Publishers,Lost,Canceled,36150,11/26/2021,0,11/26/2021,25,Cold,Close,,COMMERCIAL COFFEE GRINDERS,Café BG-1 Pro,Loyalty Customer Promotion,Unknown,This Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
1/19/2024 11:14,Nod Publishers | Café Corto,Eric Boocock,Nod Publishers,Lost,Canceled,189950,10/25/2024,0,10/25/2024,40,Cold,Close,Lost,COMMERCIAL ESPRESSO,Café Corto,,Individual,Next Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
2/10/2024 11:02,Nod Publishers | Café Corto,Per Mikkelsen,Nod Publishers,Won,Won,186650,8/25/2024,186650,8/25/2024,90,Hot,Close,Won,COMMERCIAL ESPRESSO,Café Corto,Coffee Machine Excellence,Individual,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
11/5/2021 0:00,Nod Publishers | Café Corto,Alan Ross,Nod Publishers,Lost,Out-Sold,128950,3/24/2022,0,3/24/2022,55,Warm,Close,,COMMERCIAL ESPRESSO,Café Corto,Intelligent Coffee Machine Showcase,Unknown,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
7/4/2024 13:20,Nod Publishers | Café Corto,Alan Ross,Nod Publishers,Won,Won,107200,12/18/2024,107200,12/18/2024,75,Warm,Close,,COMMERCIAL ESPRESSO,Café Corto,,Individual,This Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
1/16/2025 17:10,Nod Publishers | Café Corto,Ayushman Jain,Nod Publishers,Open,In Progress,70650,4/7/2025,0,,100,Hot,Propose,,COMMERCIAL ESPRESSO,Café Corto,,Individual,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
8/31/2024 11:56,Nod Publishers | Café Duo,Michael Tan,Nod Publishers,Open,In Progress,128250,4/6/2025,0,,100,Hot,Qualify,,COMMERCIAL ESPRESSO,Café Duo,Coffee Machine Excellence,Individual,Next Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
5/31/2021 0:00,Nod Publishers | Café PG-1,Eric Boocock,Nod Publishers,Lost,Canceled,33150,10/1/2021,0,10/1/2021,35,Cold,Close,,COMMERCIAL COFFEE GRINDERS,Café PG-1,,Individual,Next Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
2/3/2024 7:43,Nod Publishers | Café PG-1,Lunaura Hassinger,Nod Publishers,Won,Won,8600,2/22/2024,8600,2/22/2024,85,Hot,Close,,COMMERCIAL COFFEE GRINDERS,Café PG-1,Coffee Machine Excellence,Individual,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
3/11/2022 8:33,Nod Publishers | Café S-100 Semi-Automatic,Alan Ross,Nod Publishers,Lost,Canceled,127500,10/15/2022,0,10/15/2022,15,Cold,Close,,COMMERCIAL ESPRESSO,Café S-100 Semi-Automatic,New Product Release,Unknown,Next Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
9/6/2021 0:00,Nod Publishers | Café S-100 Semi-Automatic,Eric Boocock,Nod Publishers,Won,Won,317450,7/30/2022,317450,7/30/2022,95,Hot,Close,,COMMERCIAL ESPRESSO,Café S-100 Semi-Automatic,Coffee Machine Excellence,Individual,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
9/21/2021 0:00,Nod Publishers | Carafe Pro,Jim Nakashima,Nod Publishers,Lost,Canceled,950,10/2/2021,0,10/2/2021,50,Cold,Close,,DRINKWARE,Carafe Pro,Barista Monthly Digest,Unknown,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
5/12/2021 0:00,Nod Publishers | CP Cappuccino Cup with Saucer,Ayushman Jain,Nod Publishers,Lost,Canceled,50,8/10/2021,0,8/10/2021,10,Cold,Close,Lost,DRINKWARE,CP Cappuccino Cup with Saucer,Coffee Innovation Webinar,Unknown,Next Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
5/1/2021 0:00,Nod Publishers | CP Cappuccino Cup with Saucer,Ayushman Jain,Nod Publishers,Lost,Canceled,100,7/30/2021,0,7/30/2021,45,Cold,Close,,DRINKWARE,CP Cappuccino Cup with Saucer,,Individual,Next Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
12/31/2021 0:00,Nod Publishers | CP Cappuccino Cup with Saucer,Ayushman Jain,Nod Publishers,Won,Won,200,3/1/2022,200,3/1/2022,75,Warm,Close,,DRINKWARE,CP Cappuccino Cup with Saucer,,Individual,This Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
8/28/2024 7:41,Nod Publishers | CP Latte Cup with Saucer,Jeff Comstock,Nod Publishers,Lost,Canceled,150,11/26/2024,0,11/26/2024,20,Cold,Close,,DRINKWARE,CP Latte Cup with Saucer,Loyalty Customer Promotion,Committee,Next Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
11/11/2023 8:06,Nod Publishers | Crema Quatro,Eric Boocock,Nod Publishers,Lost,Canceled,11500,2/21/2024,0,2/21/2024,15,Cold,Close,,CONSUMER ESPRESSO,Crema Quatro,Intelligent Coffee Machine Showcase,Unknown,Next Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
11/26/2023 15:29,Nod Publishers | Cupping Glass,Alan Ross,Nod Publishers,Lost,Canceled,100,2/24/2024,0,2/24/2024,45,Cold,Close,Lost,DRINKWARE,Cupping Glass,,Individual,Next Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
8/20/2023 12:48,Nod Publishers | Deluxe Decanter,Jeff Comstock,Nod Publishers,Won,Won,1150,8/31/2023,1150,8/31/2023,90,Hot,Close,,DRINKWARE,Deluxe Decanter,,Individual,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
8/26/2021 0:00,Nod Publishers | Deluxe Decanter,Ayushman Jain,Nod Publishers,Lost,Canceled,900,10/26/2021,0,10/26/2021,35,Cold,Close,,DRINKWARE,Deluxe Decanter,Intelligent Coffee Machine Showcase,Unknown,This Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
4/29/2021 0:00,Nod Publishers | Deluxe Decanter,Jim Nakashima,Nod Publishers,Won,Won,900,5/10/2021,900,5/10/2021,90,Hot,Close,,DRINKWARE,Deluxe Decanter,,Individual,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
12/18/2022 17:27,Nod Publishers | Deluxe Decanter,Per Mikkelsen,Nod Publishers,Lost,Out-Sold,1000,12/29/2022,0,12/29/2022,55,Warm,Close,,DRINKWARE,Deluxe Decanter,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
3/15/2025 13:31,Nod Publishers | Deluxe Decanter,Jeff Comstock,Nod Publishers,Open,In Progress,1350,5/15/2025,0,,80,Hot,Develop,,DRINKWARE,Deluxe Decanter,,Individual,This Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
7/31/2022 15:19,Nod Publishers | Descaling Solution,Jim Nakashima,Nod Publishers,Lost,Canceled,350,8/10/2022,0,8/10/2022,45,Cold,Close,,SERVICES,Descaling Solution,Barista Monthly Digest,Unknown,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
5/1/2023 14:13,Nod Publishers | Descaling Solution,Julie Strauss,Nod Publishers,Lost,Canceled,350,5/11/2023,0,5/11/2023,45,Cold,Close,,SERVICES,Descaling Solution,Customer Care Campaign,Unknown,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
10/25/2023 16:21,Nod Publishers | Diner Mug,Alan Ross,Nod Publishers,Won,Won,150,12/24/2023,150,12/24/2023,75,Warm,Close,Won,DRINKWARE,Diner Mug,,Individual,This Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
4/3/2022 7:33,Nod Publishers | Diner Mug,Eric Boocock,Nod Publishers,Won,Won,450,6/2/2022,450,6/2/2022,80,Hot,Close,,DRINKWARE,Diner Mug,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
12/26/2021 0:00,Nod Publishers | Diner Mug,Pooja Bhalla,Nod Publishers,Lost,Canceled,350,1/5/2022,0,1/5/2022,50,Cold,Close,,DRINKWARE,Diner Mug,Barista Monthly Digest,Unknown,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
9/24/2022 11:36,Nod Publishers | Diner Mug,Per Mikkelsen,Nod Publishers,Won,Won,400,10/4/2022,400,10/4/2022,60,Warm,Close,,DRINKWARE,Diner Mug,New Product Release,Unknown,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
4/15/2023 15:38,Nod Publishers | Drink Spoon,Alan Ross,Nod Publishers,Lost,Canceled,100,6/14/2023,0,6/14/2023,30,Cold,Close,,DRINKWARE,Drink Spoon,Customer Care Campaign,Unknown,This Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
3/9/2022 14:51,Nod Publishers | Drink Spoon,Julie Strauss,Nod Publishers,Won,Won,100,3/19/2022,100,3/19/2022,90,Hot,Close,,DRINKWARE,Drink Spoon,,Individual,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
7/2/2021 0:00,Nod Publishers | Frothing Pitcher,Jeff Comstock,Nod Publishers,Won,Won,200,7/12/2021,200,7/12/2021,95,Hot,Close,Won,DRINKWARE,Frothing Pitcher,Coffee Machine Excellence,Individual,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
10/5/2023 13:32,Nod Publishers | Frothing Pitcher,Jeff Comstock,Nod Publishers,Lost,Canceled,350,1/3/2024,0,1/3/2024,45,Cold,Close,,DRINKWARE,Frothing Pitcher,,Individual,Next Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
3/10/2022 15:35,Nod Publishers | Quick Kettle,Jeff Comstock,Nod Publishers,Lost,Out-Sold,1150,3/21/2022,0,3/21/2022,60,Warm,Close,,DRINKWARE,Quick Kettle,Intelligent Coffee Machine Showcase,Unknown,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
9/24/2024 8:23,Nod Publishers | Smart Grind Home,Julie Strauss,Nod Publishers,Won,Won,4400,11/27/2024,4400,11/27/2024,80,Hot,Close,,CONSUMER COFFEE GRINDERS,Smart Grind Home,,Individual,This Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
10/16/2021 0:00,Nod Publishers | Smart Grind Travel,Lunaura Hassinger,Nod Publishers,Won,Won,1850,12/17/2021,1850,12/17/2021,80,Hot,Close,,CONSUMER COFFEE GRINDERS,Smart Grind Travel,,Individual,This Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
7/26/2024 16:03,Nod Publishers | Smart Grind Travel,Julie Strauss,Nod Publishers,Won,Won,6000,9/30/2024,6000,9/30/2024,80,Hot,Close,,CONSUMER COFFEE GRINDERS,Smart Grind Travel,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
11/10/2021 0:00,Nod Publishers | Stainless Steel Tamper,Ayushman Jain,Nod Publishers,Lost,Out-Sold,950,11/21/2021,0,11/21/2021,55,Warm,Close,,DRINKWARE,Stainless Steel Tamper,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
7/2/2024 10:59,Nod Publishers | Storage Canister,Julie Strauss,Nod Publishers,Won,Won,200,7/12/2024,200,7/12/2024,90,Hot,Close,Won,DRINKWARE,Storage Canister,,Individual,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
8/26/2024 14:30,Nod Publishers | Storage Canister,Alan Ross,Nod Publishers,Won,Won,250,10/25/2024,250,10/25/2024,75,Warm,Close,Won,DRINKWARE,Storage Canister,,Individual,This Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
3/30/2023 13:52,Nod Publishers | Travel Brew 100,Ayushman Jain,Nod Publishers,Won,Won,7600,4/17/2023,7600,4/17/2023,100,Hot,Close,,CONSUMER COFFEE MAKERS,Travel Brew 100,Coffee Machine Excellence,Individual,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
1/18/2022 10:35,Nod Publishers | Travel Brew 100,Ayushman Jain,Nod Publishers,Lost,Out-Sold,3900,2/1/2022,0,2/1/2022,60,Warm,Close,,CONSUMER COFFEE MAKERS,Travel Brew 100,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
5/13/2023 13:16,Northwind Traders | 1-Year Espresso Blend Coffee Subscription,Eric Boocock,Northwind Traders,Lost,Canceled,37200,6/29/2023,0,6/29/2023,50,Cold,Close,,SUBSCRIPTION-CM,1-Year Espresso Blend Coffee Subscription,Barista Monthly Digest,Unknown,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
9/27/2022 16:37,Northwind Traders | 1-Year Espresso Blend Coffee Subscription,Julie Strauss,Northwind Traders,Lost,Canceled,38800,11/15/2022,0,11/15/2022,50,Cold,Close,,SUBSCRIPTION-CM,1-Year Espresso Blend Coffee Subscription,Sustainable Coffee Newsletter,Unknown,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
5/20/2024 16:09,Northwind Traders | 1-Year Espresso Blend Coffee Subscription,Julie Strauss,Northwind Traders,Won,Won,50200,9/7/2024,50200,9/7/2024,75,Warm,Close,,SUBSCRIPTION-CM,1-Year Espresso Blend Coffee Subscription,,Individual,This Quarter,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
5/2/2021 0:00,Northwind Traders | 1-Year Fair Trade Coffee Subscription,Jeff Comstock,Northwind Traders,Won,Won,40750,6/22/2021,40750,6/22/2021,90,Hot,Close,,SUBSCRIPTION-CM,1-Year Fair Trade Coffee Subscription,,Individual,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
11/4/2021 0:00,Northwind Traders | 1-Year Fair Trade Coffee Subscription,Julie Strauss,Northwind Traders,Lost,Canceled,19550,2/22/2022,0,2/22/2022,10,Cold,Close,,SUBSCRIPTION-CM,1-Year Fair Trade Coffee Subscription,Barista Monthly Digest,Unknown,Next Quarter,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
3/1/2025 15:37,Northwind Traders | 1-Year Fair Trade Coffee Subscription,Eric Boocock,Northwind Traders,Open,In Progress,27450,6/26/2025,0,,5,Cold,Develop,,SUBSCRIPTION-CM,1-Year Fair Trade Coffee Subscription,Coffee Machine Excellence,Individual,Next Quarter,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
5/22/2023 12:59,Northwind Traders | 1-Year Organic Office Coffee Subscription,Eric Boocock,Northwind Traders,Lost,Out-Sold,18000,6/19/2023,0,6/19/2023,55,Warm,Close,,SUBSCRIPTION-CM,1-Year Organic Office Coffee Subscription,Perfect Brew Coffee  Webinar,Unknown,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
12/8/2021 0:00,Northwind Traders | 1-Year Organic Office Coffee Subscription,Ayushman Jain,Northwind Traders,Lost,Canceled,13650,3/22/2022,0,3/22/2022,10,Cold,Close,,SUBSCRIPTION-CM,1-Year Organic Office Coffee Subscription,Sustainable Coffee Newsletter,Unknown,Next Quarter,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
9/1/2024 11:46,Northwind Traders | 2-Year Fair Trade Coffee Subscription,Julie Strauss,Northwind Traders,Lost,Out-Sold,34400,10/15/2024,0,10/15/2024,55,Warm,Close,,SUBSCRIPTION-CM,2-Year Fair Trade Coffee Subscription,Perfect Brew Coffee  Webinar,Unknown,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
5/1/2022 7:35,Northwind Traders | 2-Year Organic Office Coffee Subscription,Ayushman Jain,Northwind Traders,Lost,Canceled,27600,6/8/2022,0,6/8/2022,50,Cold,Close,,SUBSCRIPTION-CM,2-Year Organic Office Coffee Subscription,Barista Monthly Digest,Unknown,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
8/6/2024 17:45,Northwind Traders | 2-Year Organic Office Coffee Subscription,Eric Boocock,Northwind Traders,Lost,Canceled,76500,1/20/2025,0,1/20/2025,50,Cold,Close,,SUBSCRIPTION-CM,2-Year Organic Office Coffee Subscription,Coffee Machine Excellence,Individual,Next Quarter,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
5/3/2024 9:38,Northwind Traders | 2-Year Organic Office Coffee Subscription,Ayushman Jain,Northwind Traders,Lost,Canceled,57800,9/28/2024,0,9/28/2024,45,Cold,Close,,SUBSCRIPTION-CM,2-Year Organic Office Coffee Subscription,,Individual,Next Quarter,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
4/12/2021 0:00,Northwind Traders | 2-Year Organic Office Coffee Subscription,Ayushman Jain,Northwind Traders,Lost,Canceled,72050,7/3/2021,0,7/3/2021,50,Cold,Close,,SUBSCRIPTION-CM,2-Year Organic Office Coffee Subscription,Barista Monthly Digest,Unknown,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
3/29/2025 15:31,Northwind Traders | 2-Year Organic Office Coffee Subscription,Eric Boocock,Northwind Traders,Open,In Progress,75100,6/22/2025,0,,15,Cold,Develop,,SUBSCRIPTION-CM,2-Year Organic Office Coffee Subscription,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
5/27/2024 9:25,Northwind Traders | 6-Month Fair Trade Coffee Subscription,Ayushman Jain,Northwind Traders,Lost,Canceled,5100,8/30/2024,0,8/30/2024,45,Cold,Close,,SUBSCRIPTION-CM,6-Month Fair Trade Coffee Subscription,,Individual,Next Quarter,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
5/3/2024 13:54,Northwind Traders | 6-Month Fair Trade Coffee Subscription,Jim Nakashima,Northwind Traders,Won,Won,25000,6/7/2024,25000,6/7/2024,90,Hot,Close,,SUBSCRIPTION-CM,6-Month Fair Trade Coffee Subscription,,Individual,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
5/16/2023 13:33,Northwind Traders | 6-Month Fair Trade Coffee Subscription,Jim Nakashima,Northwind Traders,Lost,Canceled,3300,7/18/2023,0,7/18/2023,45,Cold,Close,,SUBSCRIPTION-CM,6-Month Fair Trade Coffee Subscription,New Product Release,Unknown,This Quarter,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
5/23/2024 15:56,Northwind Traders | 6-Month Fair Trade Coffee Subscription,Alan Ross,Northwind Traders,Lost,Out-Sold,4100,6/6/2024,0,6/6/2024,55,Warm,Close,,SUBSCRIPTION-CM,6-Month Fair Trade Coffee Subscription,Perfect Brew Coffee  Webinar,Unknown,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
4/13/2021 0:00,Northwind Traders | 6-Month Fair Trade Coffee Subscription,Jim Nakashima,Northwind Traders,Won,Won,9000,5/2/2021,9000,5/2/2021,90,Hot,Close,,SUBSCRIPTION-CM,6-Month Fair Trade Coffee Subscription,,Individual,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
8/17/2024 8:55,Northwind Traders | 6-Month Fair Trade Coffee Subscription,Jeff Comstock,Northwind Traders,Lost,Canceled,18750,12/4/2024,0,12/4/2024,45,Cold,Close,,SUBSCRIPTION-CM,6-Month Fair Trade Coffee Subscription,,Individual,Next Quarter,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
9/12/2022 14:40,Northwind Traders | Accu Scale,Jeff Comstock,Northwind Traders,Won,Won,350,9/22/2022,350,9/22/2022,85,Hot,Close,Won,DRINKWARE,Accu Scale,Coffee Machine Excellence,Individual,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
6/25/2021 0:00,Northwind Traders | Accu Scale,Eric Boocock,Northwind Traders,Won,Won,350,7/5/2021,350,7/5/2021,85,Hot,Close,,DRINKWARE,Accu Scale,,Individual,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
